,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:2000027,BP,GO:2000027,regulation of animal organ morphogenesis,7/224,129/18903,0.000879473969323223,0.0250035886856995,0.0200319393779408,TNF/TBX1/SIX2/SIX1/SFRP2/GRHL3/BMP4,7
GO:0043410,BP,GO:0043410,positive regulation of MAPK cascade,15/224,496/18903,0.000881928328875006,0.0250035886856995,0.0200319393779408,ZC3H12A/TNF/TBX1/S100A12/MARCO/LIF/IL6/IGF2/CD44/CCR7/CCL5/CCL14/CALCR/BMP4/ANGPT1,15
GO:0048704,BP,GO:0048704,embryonic skeletal system morphogenesis,6/224,94/18903,0.000885481231966549,0.0250035886856995,0.0200319393779408,TBX15/TBX1/SIX2/SIX1/MDFI/BMP4,6
GO:0032757,BP,GO:0032757,positive regulation of interleukin-8 production,5/224,63/18903,0.000898378911737642,0.025154609528654,0.0201529316246498,TNF/IL6/HSPA1B/FCN1/CD2,5
GO:0007517,BP,GO:0007517,muscle organ development,12/224,348/18903,0.000951044886132075,0.0264073463382673,0.0211565774669381,TBX1/SIX1/SGCA/LIF/IGF2/ID3/FOXH1/EOMES/DMRTA2/DES/BMP4/ANKRD1,12
GO:0007368,BP,GO:0007368,determination of left/right symmetry,7/224,131/18903,0.000962685818859927,0.0265096623838122,0.0212385492529689,TBX2/TBX1/FOXJ1/FOXH1/CFC1B/CFAP45/APLNR,7
GO:0060993,BP,GO:0060993,kidney morphogenesis,6/224,97/18903,0.00104360326414019,0.0284813637627383,0.0228182025975561,SIX2/SIX1/LIF/IRX1/FOXJ1/BMP4,6
GO:0003007,BP,GO:0003007,heart morphogenesis,10/224,258/18903,0.00105138287599544,0.0284813637627383,0.0228182025975561,TBX5/TBX2/TBX1/SIX1/SFRP2/PPP1R13L/FOXH1/BMP4/APLNR/ANKRD1,10
GO:0046651,BP,GO:0046651,lymphocyte proliferation,11/224,305/18903,0.00107520738573179,0.0288918629778898,0.0231470792038695,ZAP70/SH2D2A/IL6/IGF2/IFNA13/FOXJ1/CR1/CD3E/CCL5/BMP4/ANXA1,11
GO:0001909,BP,GO:0001909,leukocyte mediated cytotoxicity,7/224,134/18903,0.00109899698602213,0.0292948636594059,0.0234699482657021,SLAMF7/SH2D1A/PRF1/KLRC4/DNASE1L3/CD2/AZGP1,7
GO:0010950,BP,GO:0010950,positive regulation of endopeptidase activity,8/224,174/18903,0.00112959192607748,0.0296362228164578,0.0237434324453583,TNF/ST18/SLC22A2/SFRP2/S100A8/LCK/CR1/COL4A3,8
GO:0046631,BP,GO:0046631,alpha-beta T cell activation,8/224,174/18903,0.00112959192607748,0.0296362228164578,0.0237434324453583,ZC3H12A/ZAP70/RORC/IL6/IL18R1/EOMES/CD3E/ANXA1,8
GO:0035270,BP,GO:0035270,endocrine system development,7/224,135/18903,0.00114765225770518,0.029874822833388,0.0239345898481936,TBX1/SIX3/SIX1/OTP/IL6/BMP4/ANXA1,7
GO:0061326,BP,GO:0061326,renal tubule development,6/224,99/18903,0.00116048433787266,0.0298777033623622,0.0239368976201903,SIX2/SIX1/LIF/LGR5/IRX1/BMP4,6
GO:0001710,BP,GO:0001710,mesodermal cell fate commitment,3/224,18/18903,0.00117466360758387,0.0298777033623622,0.0239368976201903,SIX2/SFRP2/BMP4,3
GO:0072077,BP,GO:0072077,renal vesicle morphogenesis,3/224,18/18903,0.00117466360758387,0.0298777033623622,0.0239368976201903,SIX2/LIF/BMP4,3
GO:0042093,BP,GO:0042093,T-helper cell differentiation,5/224,68/18903,0.00127017350511107,0.0311312811711271,0.0249412172395206,ZC3H12A/RORC/IL6/IL18R1/ANXA1,5
GO:0002237,BP,GO:0002237,response to molecule of bacterial origin,12/224,360/18903,0.00127066094478907,0.0311312811711271,0.0249412172395206,ZC3H12A/TNF/SLPI/S100A8/PPBP/IL6/GFI1/CXCL8/CD96/CCR7/CCL5/ANKRD1,12
GO:0002429,BP,GO:0002429,immune response-activating cell surface receptor signaling pathway,11/224,312/18903,0.00128982932030876,0.0311312811711271,0.0249412172395206,ZC3H12A/ZAP70/SLA2/SH2D1A/LCK/KLRC4/FCN3/FCN1/CR1/CD3E/CCR7,11
GO:0002757,BP,GO:0002757,immune response-activating signal transduction,11/224,312/18903,0.00128982932030876,0.0311312811711271,0.0249412172395206,ZC3H12A/ZAP70/SLA2/SH2D1A/LCK/KLRC4/FCN3/FCN1/CR1/CD3E/CCR7,11
GO:0032943,BP,GO:0032943,mononuclear cell proliferation,11/224,312/18903,0.00128982932030876,0.0311312811711271,0.0249412172395206,ZAP70/SH2D2A/IL6/IGF2/IFNA13/FOXJ1/CR1/CD3E/CCL5/BMP4/ANXA1,11
GO:0050730,BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,10/224,266/18903,0.00132219185877473,0.0311312811711271,0.0249412172395206,TNF/SFRP2/LIF/IL6/IGF2/GPRC5A/CD44/CD3E/CCL5/ANGPT1,10
GO:0060485,BP,GO:0060485,mesenchyme development,11/224,313/18903,0.00132318155941856,0.0311312811711271,0.0249412172395206,TBX5/TBX2/TBX1/SIX2/SIX1/SFRP2/IL6/FOXH1/EOMES/BMP4/APLNR,11
GO:0034394,BP,GO:0034394,protein localization to cell surface,5/224,69/18903,0.00135639191605831,0.0311312811711271,0.0249412172395206,TNF/GPIHBP1/FCN1/CD177/ANGPT1,5
GO:0019932,BP,GO:0019932,second-messenger-mediated signaling,11/224,314/18903,0.00135723977814784,0.0311312811711271,0.0249412172395206,ZAP70/TNF/SLA2/EFHB/CXCR6/CXCR1/CXCL8/CD3E/CCR7/APLNR/AGTR1,11
GO:0050852,BP,GO:0050852,T cell receptor signaling pathway,7/224,139/18903,0.00135941642468984,0.0311312811711271,0.0249412172395206,ZC3H12A/ZAP70/SLA2/SH2D1A/LCK/CD3E/CCR7,7
GO:0072210,BP,GO:0072210,metanephric nephron development,4/224,41/18903,0.00137854762467953,0.0311312811711271,0.0249412172395206,SIX2/LIF/IRX1/BMP4,4
GO:0002544,BP,GO:0002544,chronic inflammatory response,3/224,19/18903,0.00138278199679676,0.0311312811711271,0.0249412172395206,TNF/S100A8/CCL5,3
GO:0002923,BP,GO:0002923,regulation of humoral immune response mediated by circulating immunoglobulin,3/224,19/18903,0.00138278199679676,0.0311312811711271,0.0249412172395206,TNF/FOXJ1/CR1,3
GO:0045091,BP,GO:0045091,regulation of single stranded viral RNA replication via double stranded DNA intermediate,3/224,19/18903,0.00138278199679676,0.0311312811711271,0.0249412172395206,CXCL8/APOBEC3D/APOBEC3A,3
GO:0072074,BP,GO:0072074,kidney mesenchyme development,3/224,19/18903,0.00138278199679676,0.0311312811711271,0.0249412172395206,SIX2/SIX1/BMP4,3
GO:0072087,BP,GO:0072087,renal vesicle development,3/224,19/18903,0.00138278199679676,0.0311312811711271,0.0249412172395206,SIX2/LIF/BMP4,3
GO:2000136,BP,GO:2000136,regulation of cell proliferation involved in heart morphogenesis,3/224,19/18903,0.00138278199679676,0.0311312811711271,0.0249412172395206,TBX5/SIX1/BMP4,3
GO:0070374,BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,9/224,223/18903,0.0014063062018873,0.0314245517871844,0.0251761746800719,TNF/MARCO/CD44/CCR7/CCL5/CCL14/CALCR/BMP4/ANGPT1,9
GO:0002705,BP,GO:0002705,positive regulation of leukocyte mediated immunity,7/224,140/18903,0.00141684539746369,0.0314245517871844,0.0251761746800719,TNF/SH2D1A/KLRC4/IL6/IL18R1/CD177/AZGP1,7
GO:0032677,BP,GO:0032677,regulation of interleukin-8 production,6/224,103/18903,0.00142410183669413,0.0314245517871844,0.0251761746800719,TNF/IL6/HSPA1B/FCN1/CD2/ANXA1,6
GO:0002294,BP,GO:0002294,CD4-positive, alpha-beta T cell differentiation involved in immune response,5/224,70/18903,0.00144685184096092,0.0317165153558012,0.0254100849631363,ZC3H12A/RORC/IL6/IL18R1/ANXA1,5
GO:0009855,BP,GO:0009855,determination of bilateral symmetry,7/224,141/18903,0.00147615189304723,0.0321473078930285,0.0257552198195237,TBX2/TBX1/FOXJ1/FOXH1/CFC1B/CFAP45/APLNR,7
GO:0032637,BP,GO:0032637,interleukin-8 production,6/224,104/18903,0.00149661435584702,0.0322614861355264,0.0258466951537546,TNF/IL6/HSPA1B/FCN1/CD2/ANXA1,6
GO:0072001,BP,GO:0072001,renal system development,11/224,318/18903,0.0015007594090656,0.0322614861355264,0.0258466951537546,SIX2/SIX1/LIF/LGR5/IRX1/ID3/FOXJ1/COL4A3/BMP4/ANGPT1/AGTR1,11
GO:0002548,BP,GO:0002548,monocyte chemotaxis,5/224,71/18903,0.00154167851765962,0.0327645869661792,0.0262497607083561,S100A12/IL6/CCL5/CCL14/ANXA1,5
GO:0090596,BP,GO:0090596,sensory organ morphogenesis,10/224,272/18903,0.00156055060570939,0.0327645869661792,0.0262497607083561,USH1C/TBX2/TBX1/SIX3/SIX2/SIX1/MAN2A1/GRHL3/COL8A1/BMP4,10
GO:0110149,BP,GO:0110149,regulation of biomineralization,6/224,105/18903,0.00157190577329912,0.0327645869661792,0.0262497607083561,UCMA/OMD/NOTUM/MGP/CFTR/BMP4,6
GO:0055123,BP,GO:0055123,digestive system development,7/224,143/18903,0.00160056545910899,0.0327645869661792,0.0262497607083561,TNF/TBX2/SIX2/SFRP2/IGF2/CXCL8/BMP4,7
GO:0039692,BP,GO:0039692,single stranded viral RNA replication via double stranded DNA intermediate,3/224,20/18903,0.00161266274383355,0.0327645869661792,0.0262497607083561,CXCL8/APOBEC3D/APOBEC3A,3
GO:0042474,BP,GO:0042474,middle ear morphogenesis,3/224,20/18903,0.00161266274383355,0.0327645869661792,0.0262497607083561,TBX1/SIX2/SIX1,3
GO:0042693,BP,GO:0042693,muscle cell fate commitment,3/224,20/18903,0.00161266274383355,0.0327645869661792,0.0262497607083561,TBX5/TBX2/TBX1,3
GO:0060231,BP,GO:0060231,mesenchymal to epithelial transition,3/224,20/18903,0.00161266274383355,0.0327645869661792,0.0262497607083561,SIX2/LIF/BMP4,3
GO:0061323,BP,GO:0061323,cell proliferation involved in heart morphogenesis,3/224,20/18903,0.00161266274383355,0.0327645869661792,0.0262497607083561,TBX5/SIX1/BMP4,3
GO:0035914,BP,GO:0035914,skeletal muscle cell differentiation,5/224,72/18903,0.00164099789961896,0.0329218549511828,0.0263757579314461,TBX1/SIX1/EOMES/DMRTA2/ANKRD1,5
GO:0060411,BP,GO:0060411,cardiac septum morphogenesis,5/224,72/18903,0.00164099789961896,0.0329218549511828,0.0263757579314461,TBX5/TBX2/TBX1/BMP4/APLNR,5
GO:0042102,BP,GO:0042102,positive regulation of T cell proliferation,6/224,106/18903,0.00165004495103467,0.0329218549511828,0.0263757579314461,ZAP70/IL6/IGF2/CD3E/CCL5/ANXA1,6
GO:0060840,BP,GO:0060840,artery development,6/224,107/18903,0.00173110131562928,0.0341677305077381,0.0273739067945991,TBX2/TBX1/SIX1/FOXH1/BMP4/APLNR,6
GO:0045089,BP,GO:0045089,positive regulation of innate immune response,7/224,145/18903,0.00173299713559656,0.0341677305077381,0.0273739067945991,SH2D1A/PYHIN1/KLRC4/GBP5/FCN3/FCN1/CCL5,7
GO:1904888,BP,GO:1904888,cranial skeletal system development,5/224,73/18903,0.00174493659290784,0.0342007572209937,0.0274003665610792,TBX15/TBX1/SIX2/SIX1/BMP4,5
GO:0032689,BP,GO:0032689,negative regulation of interferon-gamma production,4/224,44/18903,0.00179747672051823,0.0348208862370159,0.0278971907174678,ZC3H12A/IL1RL1/CR1/CD96,4
GO:0050856,BP,GO:0050856,regulation of T cell receptor signaling pathway,4/224,44/18903,0.00179747672051823,0.0348208862370159,0.0278971907174678,SLA2/SH2D1A/LCK/CCR7,4
GO:0052548,BP,GO:0052548,regulation of endopeptidase activity,13/224,428/18903,0.00185378420485051,0.0352738919474747,0.0282601219368155,VIL1/TNF/ST18/SLPI/SLC22A2/SFRP2/SERPINA5/S100A8/LCK/CST7/CR1/COL4A3/CD44,13
GO:0050673,BP,GO:0050673,epithelial cell proliferation,14/224,481/18903,0.00186115483703071,0.0352738919474747,0.0282601219368155,TNF/TBX2/TBX1/SIX1/SFRP2/LGR5/JAML/IL6/IGF2/COL8A1/COL4A3/BMP4/APLNR/AGTR1,14
GO:0010002,BP,GO:0010002,cardioblast differentiation,3/224,21/18903,0.00186509641440146,0.0352738919474747,0.0282601219368155,TBX5/TBX2/EOMES,3
GO:0090189,BP,GO:0090189,regulation of branching involved in ureteric bud morphogenesis,3/224,21/18903,0.00186509641440146,0.0352738919474747,0.0282601219368155,SIX2/SIX1/BMP4,3
GO:0045598,BP,GO:0045598,regulation of fat cell differentiation,7/224,147/18903,0.00187379317968278,0.0352738919474747,0.0282601219368155,ZC3H12A/TNF/SIX1/SFRP2/RORC/MEDAG/IL6,7
GO:0001906,BP,GO:0001906,cell killing,8/224,189/18903,0.00190806573927644,0.0357172755239837,0.0286153442625964,SLAMF7/SH2D1A/S100A12/PRF1/KLRC4/DNASE1L3/CD2/AZGP1,8
GO:0006775,BP,GO:0006775,fat-soluble vitamin metabolic process,4/224,45/18903,0.00195473613223268,0.0361843377366627,0.0289895370253923,TNF/GFI1/CYP4F3/CYP4F12,4
GO:0060964,BP,GO:0060964,regulation of miRNA-mediated gene silencing,4/224,45/18903,0.00195473613223268,0.0361843377366627,0.0289895370253923,ZC3H12A/TNF/IL6/BMP4,4
GO:0043433,BP,GO:0043433,negative regulation of DNA-binding transcription factor activity,8/224,190/18903,0.00197208060736239,0.0363037159322182,0.0290851783673803,ZC3H12A/SFRP4/MDFI/ID3/GFI1/FOXJ1/FOXH1/EOMES,8
GO:0032611,BP,GO:0032611,interleukin-1 beta production,6/224,111/18903,0.00208590583564841,0.0379794439583635,0.0304277089399159,ZC3H12A/TNF/PYHIN1/IL6/GBP5/CCR7,6
GO:0032651,BP,GO:0032651,regulation of interleukin-1 beta production,6/224,111/18903,0.00208590583564841,0.0379794439583635,0.0304277089399159,ZC3H12A/TNF/PYHIN1/IL6/GBP5/CCR7,6
GO:0002920,BP,GO:0002920,regulation of humoral immune response,4/224,46/18903,0.00212126270577104,0.0383429195024855,0.0307189119410827,TNF/FOXJ1/CR1/CCR7,4
GO:0010888,BP,GO:0010888,negative regulation of lipid storage,3/224,22/18903,0.00214083649338458,0.0383429195024855,0.0307189119410827,TNF/IL6/CES1,3
GO:0045061,BP,GO:0045061,thymic T cell selection,3/224,22/18903,0.00214083649338458,0.0383429195024855,0.0307189119410827,ZAP70/CD3E/CCR7,3
GO:0050731,BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,8/224,193/18903,0.00217433685763287,0.0383429195024855,0.0307189119410827,TNF/LIF/IL6/IGF2/CD44/CD3E/CCL5/ANGPT1,8
GO:0002228,BP,GO:0002228,natural killer cell mediated immunity,5/224,77/18903,0.00220943593771825,0.0383429195024855,0.0307189119410827,SLAMF7/SH2D1A/KLRC4/CD96/CD2,5
GO:0002534,BP,GO:0002534,cytokine production involved in inflammatory response,5/224,77/18903,0.00220943593771825,0.0383429195024855,0.0307189119410827,ZC3H12A/TNF/IL6/IL1R2/GBP5,5
GO:0006919,BP,GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,5/224,77/18903,0.00220943593771825,0.0383429195024855,0.0307189119410827,TNF/SLC22A2/S100A8/LCK/COL4A3,5
GO:0072088,BP,GO:0072088,nephron epithelium morphogenesis,5/224,77/18903,0.00220943593771825,0.0383429195024855,0.0307189119410827,SIX2/SIX1/LIF/IRX1/BMP4,5
GO:1900015,BP,GO:1900015,regulation of cytokine production involved in inflammatory response,5/224,77/18903,0.00220943593771825,0.0383429195024855,0.0307189119410827,ZC3H12A/TNF/IL6/IL1R2/GBP5,5
GO:0010952,BP,GO:0010952,positive regulation of peptidase activity,8/224,194/18903,0.00224526239991697,0.0385604471400854,0.0308931869423316,TNF/ST18/SLC22A2/SFRP2/S100A8/LCK/CR1/COL4A3,8
GO:0060562,BP,GO:0060562,epithelial tube morphogenesis,11/224,335/18903,0.00225644946189963,0.0385604471400854,0.0308931869423316,TNF/TBX2/SIX2/SIX1/SFRP2/LGR5/IRX1/GRHL3/FOXH1/BMP4/APLNR,11
GO:0050670,BP,GO:0050670,regulation of lymphocyte proliferation,9/224,239/18903,0.00225668883322829,0.0385604471400854,0.0308931869423316,ZAP70/IL6/IGF2/FOXJ1/CR1/CD3E/CCL5/BMP4/ANXA1,9
GO:0002701,BP,GO:0002701,negative regulation of production of molecular mediator of immune response,4/224,47/18903,0.00229732904169167,0.038856347040186,0.0311302508668452,TNF/CR1/CD96/ANGPT1,4
GO:1900368,BP,GO:1900368,regulation of post-transcriptional gene silencing by RNA,4/224,47/18903,0.00229732904169167,0.038856347040186,0.0311302508668452,ZC3H12A/TNF/IL6/BMP4,4
GO:0045088,BP,GO:0045088,regulation of innate immune response,9/224,240/18903,0.0023210471506385,0.0390592379087247,0.0312927994365723,SH2D1A/PYHIN1/KLRC4/GBP5/FCN3/FCN1/CR1/CD96/CCL5,9
GO:0050729,BP,GO:0050729,positive regulation of inflammatory response,7/224,154/18903,0.00243758612681154,0.0397460221025678,0.031843025226547,TNF/S100A8/S100A12/IL6/IL1RL1/CCR7/AGTR1,7
GO:0060965,BP,GO:0060965,negative regulation of miRNA-mediated gene silencing,3/224,23/18903,0.00244060032269485,0.0397460221025678,0.031843025226547,ZC3H12A/TNF/IL6,3
GO:0048844,BP,GO:0048844,artery morphogenesis,5/224,79/18903,0.00247273072042458,0.0397460221025678,0.031843025226547,TBX2/TBX1/SIX1/FOXH1/BMP4,5
GO:0061333,BP,GO:0061333,renal tubule morphogenesis,5/224,79/18903,0.00247273072042458,0.0397460221025678,0.031843025226547,SIX2/SIX1/LGR5/IRX1/BMP4,5
GO:0002673,BP,GO:0002673,regulation of acute inflammatory response,4/224,48/18903,0.00248320560750891,0.0397460221025678,0.031843025226547,TNF/IL6/DNASE1L3/CCR7,4
GO:0003197,BP,GO:0003197,endocardial cushion development,4/224,48/18903,0.00248320560750891,0.0397460221025678,0.031843025226547,TBX5/TBX2/BMP4/APLNR,4
GO:0035850,BP,GO:0035850,epithelial cell differentiation involved in kidney development,4/224,48/18903,0.00248320560750891,0.0397460221025678,0.031843025226547,SIX2/LIF/FOXJ1/BMP4,4
GO:0045581,BP,GO:0045581,negative regulation of T cell differentiation,4/224,48/18903,0.00248320560750891,0.0397460221025678,0.031843025226547,ZC3H12A/FOXJ1/BMP4/ANXA1,4
GO:0060147,BP,GO:0060147,regulation of post-transcriptional gene silencing,4/224,48/18903,0.00248320560750891,0.0397460221025678,0.031843025226547,ZC3H12A/TNF/IL6/BMP4,4
GO:0060976,BP,GO:0060976,coronary vasculature development,4/224,48/18903,0.00248320560750891,0.0397460221025678,0.031843025226547,TBX5/TBX1/BMP4/APLNR,4
GO:0035710,BP,GO:0035710,CD4-positive, alpha-beta T cell activation,6/224,115/18903,0.00249307281495698,0.0397460221025678,0.031843025226547,ZC3H12A/RORC/IL6/IL18R1/CD3E/ANXA1,6
GO:0032944,BP,GO:0032944,regulation of mononuclear cell proliferation,9/224,243/18903,0.00252292830563834,0.0400304624494616,0.032070908185959,ZAP70/IL6/IGF2/FOXJ1/CR1/CD3E/CCL5/BMP4/ANXA1,9
GO:0002768,BP,GO:0002768,immune response-regulating cell surface receptor signaling pathway,11/224,341/18903,0.00258738843744077,0.0408586648035671,0.0327344329126954,ZC3H12A/ZAP70/SLA2/SH2D1A/LCK/KLRC4/FCN3/FCN1/CR1/CD3E/CCR7,11
GO:0072009,BP,GO:0072009,nephron epithelium development,6/224,116/18903,0.00260359139444523,0.0408692685364363,0.0327429282265756,SIX2/SIX1/LIF/IRX1/FOXJ1/BMP4,6
GO:0072028,BP,GO:0072028,nephron morphogenesis,5/224,80/18903,0.00261259129599668,0.0408692685364363,0.0327429282265756,SIX2/SIX1/LIF/IRX1/BMP4,5
GO:0051235,BP,GO:0051235,maintenance of location,11/224,342/18903,0.00264617894727086,0.0412012535154509,0.0330089021656611,ZC3H12A/TRDN/TNF/S100A8/MDFI/LCK/IL6/CES1/CCR7/APLNR/ANXA1,11
GO:0033628,BP,GO:0033628,regulation of cell adhesion mediated by integrin,4/224,49/18903,0.00267916055089818,0.0413976205942323,0.0331662241192182,SFRP2/LIF/CD3E/CCL5,4
GO:0002366,BP,GO:0002366,leukocyte activation involved in immune response,10/224,293/18903,0.00268363927021434,0.0413976205942323,0.0331662241192182,ZC3H12A/RORC/IL6/IL18R1/IFNA13/EOMES/DNASE1L3/CR1/CD177/ANXA1,10
GO:0002922,BP,GO:0002922,positive regulation of humoral immune response,3/224,24/18903,0.00276507002027181,0.0415009608448003,0.0332490164599778,TNF/CR1/CCR7,3
GO:0060149,BP,GO:0060149,negative regulation of post-transcriptional gene silencing,3/224,24/18903,0.00276507002027181,0.0415009608448003,0.0332490164599778,ZC3H12A/TNF/IL6,3
GO:0060967,BP,GO:0060967,negative regulation of gene silencing by RNA,3/224,24/18903,0.00276507002027181,0.0415009608448003,0.0332490164599778,ZC3H12A/TNF/IL6,3
GO:0072202,BP,GO:0072202,cell differentiation involved in metanephros development,3/224,24/18903,0.00276507002027181,0.0415009608448003,0.0332490164599778,SIX2/LIF/BMP4,3
GO:1900369,BP,GO:1900369,negative regulation of post-transcriptional gene silencing by RNA,3/224,24/18903,0.00276507002027181,0.0415009608448003,0.0332490164599778,ZC3H12A/TNF/IL6,3
GO:1903792,BP,GO:1903792,negative regulation of anion transport,3/224,24/18903,0.00276507002027181,0.0415009608448003,0.0332490164599778,TNF/SFRP4/GABRE,3
GO:0002683,BP,GO:0002683,negative regulation of immune system process,13/224,449/18903,0.00280677295810263,0.0418511779922558,0.0335295973299933,ZC3H12A/TNF/SLA2/SH2D1A/IL1RL1/HLA-DOB/FOXJ1/CST7/CR1/CD96/BMP4/ANXA1/ANGPT1,13
GO:0033002,BP,GO:0033002,muscle cell proliferation,9/224,247/18903,0.00281352457090795,0.0418511779922558,0.0335295973299933,TNF/TBX5/TBX2/SIX1/OGN/IL6/CCL5/BMP4/ANGPT1,9
GO:0060966,BP,GO:0060966,regulation of gene silencing by RNA,4/224,50/18903,0.00288545952140917,0.0424229270193569,0.0339876612501072,ZC3H12A/TNF/IL6/BMP4,4
GO:0090102,BP,GO:0090102,cochlea development,4/224,50/18903,0.00288545952140917,0.0424229270193569,0.0339876612501072,TBX2/TBX1/SIX1/GRHL3,4
GO:0048863,BP,GO:0048863,stem cell differentiation,9/224,248/18903,0.0028901573929754,0.0424229270193569,0.0339876612501072,TBX5/TBX2/TBX1/SIX1/SFRP2/LIF/EOMES/DMRTA2/BMP4,9
GO:0048708,BP,GO:0048708,astrocyte differentiation,5/224,82/18903,0.00290938675880346,0.0425178801768997,0.0340637341658614,TNF/S100A8/LIF/IL6/EOMES,5
GO:0002263,BP,GO:0002263,cell activation involved in immune response,10/224,297/18903,0.00295714803918976,0.0428418908220483,0.0343233193671304,ZC3H12A/RORC/IL6/IL18R1/IFNA13/EOMES/DNASE1L3/CR1/CD177/ANXA1,10
GO:0002708,BP,GO:0002708,positive regulation of lymphocyte mediated immunity,6/224,119/18903,0.00295727337607176,0.0428418908220483,0.0343233193671304,TNF/SH2D1A/KLRC4/IL6/IL18R1/AZGP1,6
GO:0070661,BP,GO:0070661,leukocyte proliferation,11/224,348/18903,0.00302201791193748,0.043245103100175,0.0346463579522474,ZAP70/SH2D2A/IL6/IGF2/IFNA13/FOXJ1/CR1/CD3E/CCL5/BMP4/ANXA1,11
GO:0050848,BP,GO:0050848,regulation of calcium-mediated signaling,5/224,83/18903,0.00306658109721044,0.043245103100175,0.0346463579522474,ZAP70/TNF/SLA2/EFHB/CD3E,5
GO:0043277,BP,GO:0043277,apoptotic cell clearance,4/224,51/18903,0.0031023655004526,0.043245103100175,0.0346463579522474,MARCO/FCN3/FCN1/ANXA1,4
GO:0045058,BP,GO:0045058,T cell selection,4/224,51/18903,0.0031023655004526,0.043245103100175,0.0346463579522474,ZAP70/IL6/CD3E/CCR7,4
GO:0060425,BP,GO:0060425,lung morphogenesis,4/224,51/18903,0.0031023655004526,0.043245103100175,0.0346463579522474,TNF/TBX2/LIF/BMP4,4
GO:0060688,BP,GO:0060688,regulation of morphogenesis of a branching structure,4/224,51/18903,0.0031023655004526,0.043245103100175,0.0346463579522474,TNF/SIX2/SIX1/BMP4,4
GO:0003148,BP,GO:0003148,outflow tract septum morphogenesis,3/224,25/18903,0.00311489338056483,0.043245103100175,0.0346463579522474,TBX2/TBX1/BMP4,3
GO:0034114,BP,GO:0034114,regulation of heterotypic cell-cell adhesion,3/224,25/18903,0.00311489338056483,0.043245103100175,0.0346463579522474,TNF/LCK/CD44,3
GO:0045662,BP,GO:0045662,negative regulation of myoblast differentiation,3/224,25/18903,0.00311489338056483,0.043245103100175,0.0346463579522474,TNF/ID3/BMP4,3
GO:0072273,BP,GO:0072273,metanephric nephron morphogenesis,3/224,25/18903,0.00311489338056483,0.043245103100175,0.0346463579522474,SIX2/LIF/BMP4,3
GO:0010951,BP,GO:0010951,negative regulation of endopeptidase activity,9/224,252/18903,0.00321335157711565,0.0444269189002048,0.0355931845362101,VIL1/TNF/SLPI/SFRP2/SERPINA5/CST7/CR1/COL4A3/CD44,9
GO:0002285,BP,GO:0002285,lymphocyte activation involved in immune response,8/224,207/18903,0.00334332002413568,0.0460328195058681,0.0368797719930756,ZC3H12A/RORC/IL6/IL18R1/IFNA13/EOMES/CR1/ANXA1,8
GO:0052547,BP,GO:0052547,regulation of peptidase activity,13/224,459/18903,0.00338448128184033,0.0464077844900905,0.0371801799036044,VIL1/TNF/ST18/SLPI/SLC22A2/SFRP2/SERPINA5/S100A8/LCK/CST7/CR1/COL4A3/CD44,13
GO:0070102,BP,GO:0070102,interleukin-6-mediated signaling pathway,3/224,26/18903,0.00349068475682675,0.0476678754497817,0.0381897176156714,ST18/IL6/GFI1,3
GO:0033077,BP,GO:0033077,T cell differentiation in thymus,5/224,86/18903,0.00357490697155753,0.0486187348131824,0.0389515105472391,ZAP70/FOXJ1/CD3E/CCR7/BMP4,5
GO:0042471,BP,GO:0042471,ear morphogenesis,6/224,124/18903,0.00362499160351272,0.049099479767904,0.0393366654108184,USH1C/TBX2/TBX1/SIX2/SIX1/GRHL3,6
GO:0062023,CC,GO:0062023,collagen-containing extracellular matrix,20/227,433/19869,1.37532723634851e-07,3.58960408686961e-05,3.30078536723642e-05,SRPX/SLPI/SFRP2/SERPINA5/S100A8/OMD/OGN/MGP/FCN3/FCN1/ECM2/COL8A1/COL6A2/COL4A3/CCDC80/AZGP1/ANXA1/ANGPT1/AEBP1/ADAMTS4,20
GO:0009897,CC,GO:0009897,external side of plasma membrane,17/227,462/19869,2.47234828496273e-05,0.00322641451187636,0.00296681794195528,TNF/SLAMF7/SERPINA5/KLRC4/IL2RB/IL1RL1/GPIHBP1/FCN3/FCN1/CXCR6/CXCR1/CD48/CD3E/CD2/CCR7/AZGP1/ANXA1,17
GO:0005581,CC,GO:0005581,collagen trimer,6/227,86/19869,0.000457105976366427,0.0330003649812798,0.0303451632011769,MARCO/FCN3/FCN1/COL8A1/COL6A2/COL4A3,6
GO:0045177,CC,GO:0045177,apical part of cell,14/227,435/19869,0.000505752720019614,0.0330003649812798,0.0303451632011769,USH1C/UPK1B/TRPM6/SLC4A9/SLC22A2/OTOG/KCNE4/GPIHBP1/CYP4F12/CFTR/CD44/ANXA13/ANXA1/ACY3,14
GO:0140375,MF,GO:0140375,immune receptor activity,12/219,148/18432,2.06769052917028e-07,9.61476096064181e-05,8.37958793400588e-05,IL2RB/IL1RL1/IL1R2/IL18RAP/IL18R1/HLA-DQB2/HLA-DOB/CXCR6/CXCR1/CR1/CD44/CCR7,12
